filepath,filename,category,text_length,total_skills,skills_found,skills_frequency,top_skills,education_info,cgpa,percentage,num_education,has_education,has_marks
../DATA/data/BUSINESS-DEVELOPMENT/98379112.pdf,98379112.pdf,Business Development,4254,4,"communication, team leadership, data analysis, excel","{""communication"": 1, ""team leadership"": 1, ""data analysis"": 1, ""excel"": 1}","communication, team leadership, data analysis, excel",E | d | u | c | a | t | i | o | n |   | | |   | B | a | c | h | e | l | o | r |   | o | f |   | S | c | i | e | n | c | e |   | | |   | N | o | r | t | h | W | e | s | t | e | r | n |   | O | k | l | a | h | o | m | a |   | S | t | a | t | e |   | U | n | i | v | e | r | s | i | t | y,,,72,1,0
../DATA/data/CHEF/10001727.pdf,10001727.pdf,Chef,4933,5,"communication, aws, excel, problem solving, project management","{""communication"": 2, ""aws"": 1, ""excel"": 1, ""problem solving"": 1, ""project management"": 1}","communication, aws, excel, problem solving, project management",E | d | u | c | a | t | i | o | n | a | l |   | B | a | c | k | g | r | o | u | n | d |   | | |   | M | a | s | t | e | r | ' | s |   | | |   | S | t | r | a | t | f | o | r | d |   | U | n | i | v | e | r | s | i | t | y |   | | |   | G | P | A | : |   | | |   | G | P | A | : |   | 3 | . | 8 |   | M | a | g | n | a |   | C | u | m |   | L | a | d | e |   | | |   | B | u | s | i | n | e | s | s |   | A | d | m | i | n | i | s | t | r | a | t | i | o | n |   | G | P | A | : |   | 3 | . | 8 |   | | |   | B | a | c | h | e | l | o | r | s |   | o | f |   | A | r | t | s |   | | |   | S | t | r | a | t | f | o | r | d |   | U | n | i | v | e | r | s | i | t | y,,,167,1,0
../DATA/data/CHEF/10276858.pdf,10276858.pdf,Chef,5374,0,,{},,E | d | u | c | a | t | i | o | n |   | | |   | H | i | g | h |   | S | c | h | o | o | l |   | D | i | p | l | o | m | a,,,31,1,0
../DATA/data/CHEF/10333299.pdf,10333299.pdf,Chef,5576,2,"communication, project management","{""communication"": 2, ""project management"": 1}","communication, project management","E | d | u | c | a | t | i | o | n |   | | |   | C | o | u | r | s | e | w | o | r | k |   | i | n |   | B | u | s | i | n | e | s | s | , |   | R | e | s | t | a | u | r | a | n | t |   | a | n | d |   | H | o | t | e | l |   | M | a | n | a | g | e | m | e | n | t",,,67,1,0
../DATA/data/CHEF/10588874.pdf,10588874.pdf,Chef,6541,2,"excel, problem solving","{""excel"": 1, ""problem solving"": 1}","excel, problem solving","C | o | n | t | i | n | u | a | l | l | y |   | m | o | n | i | t | o | r |   | a | l | l |   | R | o | c | h | e | s | t | e | r |   | U | n | i | v | e | r | s | i | t | y |   | F | r | a | t | e | r | n | i | t | y |   | h | o | u | s | e |   | k | i | t | c | h | e | n | s |   | a | n | d |   | t | a | k | e |   | a | p | p | r | o | p | r | i | a | t | e |   | a | c | t | i | o | n |   | t | o |   | e | n | s | u | r | e |   | f | o | o | d |   | q | u | a | l | i | t | y | , |   | s | e | r | v | i | c | e |   | s | t | a | n | d | a | r | d | s | , |   | | |   | M | o | n | i | t | o | r |   | b | u | d | g | e | t | s |   | o | f |   | a | l | l |   | R | o | c | h | e | s | t | e | r |   | U | n | i | v | e | r | s | i | t | y |   | C | h | e | f | s |   | o | n |   | c | a | m | p | u | s |   | | |   | D | e | s | i | g | n | a | t | e | d |   | b | y |   | R | o | c | h | e | s | t | e | r |   | U | n | i | v | e | r | s | i | t | y |   | t | o |   | b | e |   | p | r | i | m | a | r | y |   | c | o | m | p | e | t | i | t | o | r |   | t | o |   | r | e | p | r | e | s | e | n | t |   | R | o | c | h | e | s | t | e | r |   | U | n | i | v | e | r | s | i | t | y |   | i | n |   | a | l | l |   | c | u | l | i | n | a | r | y |   | c | o | m | p | e | t | i | t | i | o | n | s |   | | |   | I | n | t | e | r | n | s | h | i | p |   | f | o | r |   | A | s | s | o | c | i | a | t | e |   | D | e | g | r | e | e |   | i | n |   | C | u | l | i | n | a | r | y |   | A | r | t | s |   | | |   | E | d | u | c | a | t | i | o | n |   | | |   | A | s | s | o | c | i | a | t | e |   | D | e | g | r | e | e |   | | |   | J | o | h | n | s | o | n |   | & |   | W | a | l | e | s |   | U | n | i | v | e | r | s | i | t | y |   | | |   | G | P | A |   | 3 | . | 4 |   | | |   | G | P | A | : |   | | |   | G | P | A | : |   | 3 | . | 4",,,467,1,0
../DATA/data/CHEF/10653119.pdf,10653119.pdf,Chef,8085,0,,{},,E | d | u | c | a | t | i | o | n |   | | |   | J | o | h | n | s | o | n |   | & |   | W | a | l | e | s |   | U | n | i | v | e | r | s | i | t | y,,,38,1,0
../DATA/data/CHEF/10889157.pdf,10889157.pdf,Chef,7026,1,excel,"{""excel"": 1}",excel,"a | s |   | m | a | n | a | g | e |   | c | o | o | k | i | n | g |   | t | i | m | e |   | a | n | d |   | w | o | r | k |   | d | i | f | f | e | r | e | n | t |   | i | t | e | m | s |   | a | l | l |   | a | t |   | o | n | c | e | . |   | W | I | t | h |   | a | n |   | A | s | s | o | c | i | a | t | e | s |   | d | e | g | r | e | e |   | i | n |   | B | u | s | i | n | e | s | s |   | M | a | n | a | g | e | m | e | n | t |   | a | n | d |   | a |   | s | t | r | o | n | g |   | u | n | d | e | r | s | t | a | n | d | i | n | g |   | o | f |   | | |   | E | d | u | c | a | t | i | o | n |   | | |   | L | a | k | e | l | a | n | d |   | C | o | m | m | u | n | i | t | y |   | C | o | l | l | e | g | e |   | | |   | H | i | g | h |   | S | c | h | o | o | l |   | D | i | p | l | o | m | a |   | | |   | L | a | k | e | l | a | n | d |   | C | o | l | l | e | g | e |   | K | i | r | t | l | a | n | d | , |   | O | H | , |   | U | n | i | t | e | d |   | S | t | a | t | e | s |   | A | l | t | h | o | u | g | h |   | i | t |   | i | s |   | n | o | t |   | a |   | d | e | g | r | e | e |   | f | o | r |   | t | h | e |   | c | u | l | i | n | a | r | y |   | f | i | e | l | d | , |   | I |   | h | a | v | e |   | b | e | e | n |   | a | b | l | e |   | t | o |   | a | p | p | l | y |   | t | h | i | s |   | d | e | g | r | e | e |   | t | o |   | m | y |   | c | a | r | e | e | r |   | | |   | S | c | h | o | o | l |   | D | i | p | l | o | m | a | : |   | C | u | l | i | n | a | r | y |   | A | r | t | s |   | ( | V | o | c | a | t | i | o | n | a | l |   | S | c | h | o | o | l |   | a | t |   | B | e | e | c | h | w | o | o | d |   | H | i | g | h |   | S | c | h | o | o | l | ) |   | 2 | 0 | 0 | 5 |   | C | h | a | r | l | e | s |   | F |   | B | r | u | s | h |   | | |   | n | o | t |   | k | e | e | p |   | m | y |   | i | n | t | e | r | e | s | t | , |   | s | o |   | w | h | e | n |   | I |   | g | r | a | d | u | a | t | e | d |   | I |   | g | o | t |   | i | n | t | o |   | t | h | e |   | B | u | s | i | n | e | s | s |   | m | a | n | a | g | e | m | e | n | t |   | f | i | e | l | d | , |   | w | h | i | l | e |   | a | t | t | e | n | d | i | n | g |   | c | o | l | l | e | g | e |   | I |   | b | e | g | a | n |   | w | o | r | k | i | n | g |   | a | s |   | a |   | d | i | s | h | w | a | s | h | e | r |   | a | t",,,595,1,0
../DATA/data/CHEF/11121498.pdf,11121498.pdf,Chef,6183,3,"communication, excel, project management","{""communication"": 1, ""excel"": 1, ""project management"": 1}","communication, excel, project management",E | d | u | c | a | t | i | o | n |   | | |   | c | o | m | m | u | n | i | t | y |   | e | d | u | c | a | t | i | o | n |   | f | o | r |   | n | u | t | r | i | t | i | o | n | . |   | Â |   | T | a | u | g | h | t |   | n | u | t | r | i | t | i | o | n |   | t | o |   | c | h | i | l | d | r | e | n |   | a | n | d |   | f | a | m | i | l | i | e | s |   | i | n |   | a | r | e | a |   | h | e | a | d |   | s | t | a | r | t |   | p | r | o | g | r | a | m | s,,,118,1,0
../DATA/data/CHEF/11209758.pdf,11209758.pdf,Chef,6317,1,excel,"{""excel"": 3}",excel,"c | o | n | t | i | n | u | o | u | s |   | e | d | u | c | a | t | i | o | n | , |   | e | x | c | e | p | t | i | o | n | a | l |   | c | l | i | e | n | t |   | c | a | r | e |   | a | n | d |   | o | u | t | p | a | c | i | n | g |   | s | a | l | e | s |   | b | e | n | c | h | m | a | r | k | s |   | t | h | r | e | e |   | y | e | a | r | s |   | i | n |   | a |   | r | o | w |   | W | o | n |   | H | e | n | r | y |   | W | . |   | | |   | E | d | u | c | a | t | i | o | n |   | | |   | B | a | c | h | e | l | o | r |   | o | f |   | S | c | i | e | n | c | e |   | | |   | S | a | i | n | t |   | J | o | s | e | p | h |   | U | n | i | v | e | r | s | i | t | y |   | | |   | R | e | l | a | t | i | o | n | s | h | i | p |   | M | a | n | a | g | e | m | e | n | t |   | Q | u | i | c | k | B | o | o | k | s |   | 4 | 2 |   | C | P | E |   | C | r | e | d | i | t | s | , |   | M | a | s | t | e | r | i | n | g |   | Q | u | i | c | k | B | o | o | k | s |   | l | e | v | e | l |   | 3 |   | C | e | r | t | i | f | i | e | d",,,262,1,0
../DATA/data/CHEF/11432686.pdf,11432686.pdf,Chef,10620,5,"communication, project management, team leadership, data analysis, excel","{""communication"": 7, ""project management"": 6, ""team leadership"": 2, ""data analysis"": 1, ""excel"": 1}","communication, project management, team leadership, data analysis, excel","E | d | u | c | a | t | i | o | n |   | a | n | d |   | T | r | a | i | n | i | n | g |   | | |   | S | i | x |   | S | i | g | m | a |   | G | r | e | e | n |   | B | e | l | t |   | T | r | a | i | n | i | n | g | , |   | C | h | i | c | a | g | o |   | D | e | m | i | n | g |   | A | s | s | o | c | . | - | S | i | x |   | S | i | g | m | a |   | M | a | s | t | e | r | s |   | P | r | o | g | r | a | m | , |   | N | a | p | e | r | v | i | l | l | e | , |   | I | L | , |   | | |   | G | r | a | d | u | a | t | e |   | L | e | v | e | l |   | C | o | u | r | s | e | s | , |   | M | a | r | k | e | t | i | n | g | , |   | I | l | l | i | n | o | i | s |   | I | n | s | t | i | t | u | t | e |   | o | f |   | T | e | c | h | n | o | l | o | g | y | , |   | C | h | i | c | a | g | o | , |   | I | L | , |   | | |   | N | o | r | t | h | e | r | n |   | I | L |   | U | n | i | v | e | r | s | i | t | y",,,229,1,0
../DATA/data/CHEF/11444536.pdf,11444536.pdf,Chef,4930,4,"excel, aws, problem solving, project management","{""excel"": 2, ""aws"": 1, ""problem solving"": 1, ""project management"": 1}","excel, aws, problem solving, project management",E | d | u | c | a | t | i | o | n |   | | |   | B | a | c | h | e | l | o | r |   | o | f |   | A | r | t | s |   | | |   | L | E |   | C | O | R | D | O | N |   | B | L | E | U |   | C | O | L | L | E | G | E |   | O | F |   | C | U | L | I | N | A | R | Y |   | A | R | T | S,,,70,1,0
../DATA/data/CHEF/12155206.pdf,12155206.pdf,Chef,5025,1,excel,"{""excel"": 2}",excel,"E | d | u | c | a | t | i | o | n |   | | |   | M | A | S | T | E | R | S |   | O | F |   | E | D | U | C | A | T | I | O | N |   | I | N |   | | |   | E | L | E | M | E | N | T | A | R | Y |   | E | D | U | C | A | T | I | O | N |   | | |   | R | i | v | i | e | r |   | U | n | i | v | e | r | s | i | t | y |   | | |   | B | A | C | H | E | L | O | R |   | O | F |   | S | C | I | E | N | C | E |   | | |   | R | i | v | i | e | r |   | U | n | i | v | e | r | s | i | t | y |   | | |   | N | a | s | h | u | a |   | C | o | m | m | u | n | i | t | y |   | C | o | l | l | e | g | e |   | | |   | N | o | n | - | D | e | g | r | e | e |   | P | r | o | g | r | a | m |   | | |   | P | l | y | m | o | u | t | h |   | U | n | i | v | e | r | s | i | t | y | / | U | N | H |   | M | a | n | c | h | e | s | t | e | r |   | | |   | Â |   | E | a | r | n | e | d |   | 6 |   | G | r | a | d | u | a | t | e |   | C | r | e | d | i | t | s | , |   | 8 | 0 |   | | |   | M | E | D | I | C |   | A | L | E | R | T |   | C | O | M | M | U | N | I | T | Y |   | A | M | B | A | S | S | A | D | O | R | , | Â |   | Â |   |   | 2 | 0 | 0 | 5 | - | 2 | 0 | 1 | 0 |   | | |   | m | a | n | a | g | e | m | e | n | t | , | Â |   | a | c | c | o | u | n | t | i | n | g | , |   | d | i | r | e | c | t |   | s | a | l | e | s | , |   | d | a | t | a |   | c | o | l | l | e | c | t | i | n | g | , |   | m | a | r | k | e | t | i | n | g | , |   | r | e | c | r | u | i | t | i | n | g | , |   | p | r | o | p | o | s | a | l |   | p | r | e | p | a | r | a | t | i | o | n | , | Â |   | e | d | u | c | a | t | i | o | n | , | Â |   | c | o | o | k | i | n | g | , |   | b | a | k | i | n | g | , |   | a | n | d | Â |   | I |   | c | a | n",,,433,1,0
../DATA/data/CHEF/12254068.pdf,12254068.pdf,Chef,6555,0,,{},,E | d | u | c | a | t | i | o | n |   | a | n | d |   | T | r | a | i | n | i | n | g |   | | |   | B | a | c | h | e | l | o | r |   | o | f |   | S | c | i | e | n | c | e |   | | |   | T | h | e |   | U | n | i | v | e | r | s | i | t | y |   | o | f |   | A | l | a | b | a | m | a,,,72,1,0
../DATA/data/CHEF/12420359.pdf,12420359.pdf,Chef,5368,3,"excel, communication, problem solving","{""excel"": 3, ""communication"": 1, ""problem solving"": 1}","excel, communication, problem solving",D | i | p | l | o | m | a |   | f | r | o | m |   | t | h | e |   | L | e |   | C | o | r | d | o | n |   | B | l | e | u |   | p | r | o | g | r | a | m |   | a | n | d |   | v | a | s | t |   | e | x | p | e | r | i | e | n | c | e |   | u | t | i | l | i | z | i | n | g |   | b | u | s | i | n | e | s | s |   | d | e | g | r | e | e |   | i | n |   | a |   | c | o | r | p | o | r | a | t | e |   | e | n | v | i | r | o | n | m | e | n | t | . |   | | |   | E | d | u | c | a | t | i | o | n |   | | |   | D | i | p | l | o | m | a |   | | |   | G | P | A | : |   | | |   | G | r | a | d | u | a | t | e | d |   | P | r | e | s | i | d | e | n | t | ' | s |   | L | i | s | t |   | i | n |   | t | h | e |   | L | e |   | C | o | r | d | o | n |   | B | l | e | u |   | p | r | o | g | r | a | m | s |   | f | o | r |   | | |   | P | a | t | i | s | s | e | r | i | e |   | a | n | d |   | B | a | k | i | n | g |   | P | r | o | g | r | a | m |   | G | r | a | d | u | a | t | e | d |   | P | r | e | s | i | d | e | n | t | ' | s |   | L | i | s | t |   | i | n |   | t | h | e |   | L | e |   | C | o | r | d | o | n |   | B | l | e | u |   | p | r | o | g | r | a | m | s |   | f | o | r |   | P | a | s | t | r | y |   | A | r | t | s |   | | |   | B | a | c | h | e | l | o | r |   | o | f |   | A | r | t | s |   | | |   | W | h | e | a | t | o | n |   | C | o | l | l | e | g | e |   | | |   | G | P | A | :,,,356,1,0
../DATA/data/CHEF/12717345.pdf,12717345.pdf,Chef,4725,1,communication,"{""communication"": 2}",communication,"C | r | e | a | t | e |   | a |   | f | a | r | m |   | t | o |   | t | a | b | l | e |   | c | u | l | t | u | r | e |   | i | n |   | t | h | e |   | c | a | f | Ã | © |   | a | t |   | S | a | i | n | t |   | J | o | s | e | p | h | ' | s |   | C | o | l | l | e | g | e |   | b | y |   | u | t | i | l | i | z | i | n | g |   | t | h | e |   | c | o | l | l | e | g | e | ' | s |   | f | a | r | m | s |   | p | r | o | d | u | c | e |   | a | n | d |   | l | i | v | e | s | t | o | c | k |   | a | s |   | w | e | l | l |   | a | s |   | | |   | o | f |   | t | h | e |   | c | o | l | l | e | g | e | , |   | w | e | d | d | i | n | g | s | , |   | a | n | d |   | o | t | h | e | r |   | e | v | e | n | t | s |   | f | r | o | m |   | 1 | 0 | - | 1 | 2 | 0 | 0 |   | p | e | o | p | l | e |   | U | s | e | s |   | a |   | v | a | r | i | e | t | y |   | o | f |   | h | i | g | h |   | q | u | a | l | i | t | y |   | f | o | o | d |   | i | t | e | m | s |   | t | h | a | t |   | a | r | e |   | c | r | e | a | t | i | v | e | l | y |   | w | e | l | l |   | p | r | e | p | a | r | e | d | , |   | | |   | E | d | u | c | a | t | i | o | n |   | | |   | S | o | u | t | h | e | r | n |   | M | a | i | n | e |   | C | o | m | m | u | n | i | t | y |   | C | o | l | l | e | g | e",,,324,1,0
../DATA/data/CHEF/13095891.pdf,13095891.pdf,Chef,6546,2,"communication, project management","{""communication"": 1, ""project management"": 1}","communication, project management",E | d | u | c | a | t | i | o | n,,,9,1,0
../DATA/data/CHEF/13212436.pdf,13212436.pdf,Chef,6732,0,,{},,E | v | e | n | t | m | a | s | t | e | r |   | | |   | E | d | u | c | a | t | i | o | n |   | | |   | H | i | g | h |   | S | c | h | o | o | l |   | D | i | p | l | o | m | a |   | | |   | E | v | e | n | t | m | a | s | t | e | r,,,59,1,0
../DATA/data/CHEF/13264154.pdf,13264154.pdf,Chef,6253,1,communication,"{""communication"": 2}",communication,E | d | u | c | a | t | i | o | n |   | | |   | H | i | g | h |   | S | c | h | o | o | l |   | D | i | p | l | o | m | a,,,31,1,0
../DATA/data/CHEF/13411858.pdf,13411858.pdf,Chef,7474,2,"excel, problem solving","{""excel"": 2, ""problem solving"": 1}","excel, problem solving","Â |   | p | r | a | c | t | i | c | e |   | I |   | f | e | e | l |   | I | ' | v | e |   | m | a | s | t | e | r | e | d | . | Â |   | | |   | m | a | n | n | e | r |   | s | e | c | u | r | e | d |   | t | h | e | i | r |   | l | o | y | a | l | t | y |   | a | n | d |   | p | a | t | r | o | n | a | g | e | . |   | T | h | i | s |   | b | u | s | i | n | e | s | s |   | v | e | n | t | u | r | e |   | p | u | t |   | m | e |   | t | h | r | u |   | c | o | l | l | e | g | e |   | a | n | d |   | m | a | d | e |   | m | e |   | a |   | s | u | b | s | t | a | n | t | i | a | l |   | i | n | c | o | m | e | . |   | Â |   | A | t |   | 2 | 8 | , |   | w | h | e | n |   | r | e | a | d | y |   | t | o |   | | |   | E | d | u | c | a | t | i | o | n |   | | |   | B | a | c | h | e | l | o | r |   | o | f |   | A | r | t | s |   | | |   | S | a | n |   | D | i | e | g | o |   | S | t | a | t | e |   | U | n | i | v | e | r | s | i | t | y |   | | |   | S | a | n |   | D | i | e | g | o |   | S | t | a | t | e |   | - |   | S | a | n |   | D | i | e | g | o | , |   | C | A | , |   | S | a | n |   | D | i | e | g | o |   | I |   | c | o | m | p | l | e | t | e | d |   | a |   | 5 | - | y | e | a | r |   | i | n | t | e | r | n | s | h | i | p |   | w | o | r | k | i | n | g |   | w | i | t | h |   | t | h | e |   | u | n | i | v | e | r | s | i | t | y | ' | s |   | a | t | h | l | e | t | e | s |   | a | n | d |   | g | r | a | d | u | a | t | e | d |   | w | i | t | h |   | | |   | G | e | n | e | r | a | l |   | E | d | u | c | a | t | i | o | n |   | | |   | G | r | o | s | s | m | o | n | t |   | C | o | l | l | e | g | e |   | | |   | M | i | r | a | m | a | r |   | C | o | m | m | u | n | i | t | y |   | C | o | l | l | e | g | e |   | | |   | F | i | r | e |   | D | e | p | a | r | t | m | e | n | t | . |   | I |   | c | o | m | p | l | e | t | e | d |   | E | M | T |   | t | r | a | i | n | i | n | g |   | a | t |   | M | i | r | a | m | a | r |   | C | o | l | l | e | g | e | , |   | a | n | d |   | t | h | e | n |   | a |   | 1 | 2 | - | w | e | e | k |   | N | a | t | i | o | n | a | l |   | F | i | r | e |   | A | c | a | d | e | m | y | , |   | w | h | e | r | e |   | I |   | w | a | s |   | o | n | e |   | o | f |   | o | n | l | y |   | 4 |   | w | o | m | e | n |   | | |   | A | t |   | 1 | 9 | , |   | I |   | c | o | m | p | l | e | t | e | d | , |   | a | n | d |   | g | r | a | d | u | a | t | e | d |   | f | r | o | m | , |   | t | h | e |   | N | a | t | i | o | n | a | l |   | F | i | r | e |   | A | c | a | d | e | m | y |   | i | n |   | S | a | n |   | D | i | e | g | o | , |   | C | A | .",,,665,1,0
../DATA/data/CHEF/14569498.pdf,14569498.pdf,Chef,3545,2,"communication, excel","{""communication"": 2, ""excel"": 2}","communication, excel",M | a | s | t | e | r |   | | |   | E | d | u | c | a | t | i | o | n,,,18,1,0
../DATA/data/CHEF/14663897.pdf,14663897.pdf,Chef,10581,3,"communication, aws, excel","{""communication"": 1, ""aws"": 1, ""excel"": 1}","communication, aws, excel",E | d | u | c | a | t | i | o | n |   | a | n | d |   | T | r | a | i | n | i | n | g |   | | |   | H | i | g | h |   | S | c | h | o | o | l |   | D | i | p | l | o | m | a,,,44,1,0
../DATA/data/CHEF/15180322.pdf,15180322.pdf,Chef,7401,1,communication,"{""communication"": 2}",communication,"I |   | h | a | v | e |   | a |   | d | e | g | r | e | e |   | i | n |   | C | u | l | i | n | a | r | y |   | a | r | t | s |   | a | n | d |   | C | h | e | f |   | i | n |   | a |   | f | i | n | e |   | d | i | n | i | n | g |   | e | s | t | a | b | l | i | s | h | m | e | n | t |   | - |   | I |   | h | a | v | e |   | a | n |   | a | t | t | e | n | t | i | o | n |   | t | o |   | | |   | E | d | u | c | a | t | i | o | n |   | a | n | d |   | C | o | u | r | s | e | w | o | r | k |   | | |   | B | a | l | t | i | m | o | r | e |   | I | n | t | e | r | n | a | t | i | o | n | a | l |   | C | o | l | l | e | g | e |   | | |   | A | A |   | d | e | g | r | e | e |   | | |   | G | P | A |   | 4 | . | 0 |   | | |   | C | o | u | r | s | e | w | o | r | k |   | i | n |   | G | E | N |   | E | D |   | - |   | p | l | u | s |   | C | U | L | I | N | A | R | Y |   | A | r | t | s |   | | |   | C | o | u | r | s | e | w | o | r | k |   | i | n |   | A | n | a | t | o | m | y | , |   | P | h | y | s | i | o | l | o | g | y |   | a | n | d |   | H | e | a | l | t | h |   | A | s | s | e | s | s | m | e | n | t | s | [ | N | a | m | e | ] |   | A | c | a | d | e | m | i | c |   | A | c | h | i | e | v | e | m | e | n | t |   | A | w | a | r | d",,,316,1,0
../DATA/data/CHEF/15261348.pdf,15261348.pdf,Chef,4756,1,project management,"{""project management"": 1}",project management,E | d | u | c | a | t | i | o | n |   | | |   | B | a | c | h | e | l | o | r |   | o | f |   | S | c | i | e | n | c | e,,,31,1,0
../DATA/data/CHEF/15354126.pdf,15354126.pdf,Chef,4842,2,"communication, excel","{""communication"": 1, ""excel"": 1}","communication, excel",E | d | u | c | a | t | i | o | n |   | | |   | L | e |   | C | o | r | d | o | n |   | B | l | u | e |   | C | o | l | l | e | g | e |   | o | f |   | A | r | t | s,,,42,1,0
../DATA/data/CHEF/16066857.pdf,16066857.pdf,Chef,6248,2,"aws, team leadership","{""aws"": 4, ""team leadership"": 1}","aws, team leadership",E | d | u | c | a | t | i | o | n,,,9,1,0
../DATA/data/CHEF/16248476.pdf,16248476.pdf,Chef,1868,1,aws,"{""aws"": 2}",aws,R | a | t | i | o | n | a | l |   | D | e | g | r | e | e |   | | |   | E | d | u | c | a | t | i | o | n |   | | |   | H | i | g | h |   | S | c | h | o | o | l |   | D | i | p | l | o | m | a,,,49,1,0
../DATA/data/CHEF/16594812.pdf,16594812.pdf,Chef,1828,0,,{},,E | d | u | c | a | t | i | o | n |   | a | n | d |   | T | r | a | i | n | i | n | g |   | | |   | G | r | a | n | t | h | a | m |   | U | n | i | v | e | r | s | i | t | y |   | O | n | l | i | n | e |   | C | o | l | l | e | g | e |   | | |   | H | i | g | h |   | S | c | h | o | o | l |   | D | i | p | l | o | m | a,,,81,1,0
../DATA/data/CHEF/16804396.pdf,16804396.pdf,Chef,4788,1,excel,"{""excel"": 3}",excel,"E | d | u | c | a | t | i | o | n |   | | |   | E | M | T | / | P | a | r | a | m | e | d | i | c |   | M | a | l | c | o | l | m |   | X |   | C | o | l | l | e | g | e |   | - |   | C | h | i | c | a | g | o | , |   | I | L |   | E | M | T | / | P | a | r | a | m | e | d | i | c |   | P | a | r | a | m | e | d | i | c |   | a | n | d |   | E | m | e | r | g | e | n | c | y |   | R | e | s | p | o | n | d | e | r |   | c | o | u | r | s | e | w | o | r | k | , |   | H | a | n | d | s | - | o | n |   | c | o | u | r | s | e | w | o | r | k |   | | |   | i | n |   | D | i | s | a | s | t | e | r |   | a | n | d |   | E | m | e | r | g | e | n | c | y |   | M | a | n | a | g | e | m | e | n | t | , |   | E | M | T | - | I |   | C | e | r | t | i | f | i | c | a | t | e |   | c | l | a | s | s |   | s | e | r | i | e | s | , |   | C | o | u | r | s | e | w | o | r | k |   | i | n |   | H | u | m | a | n |   | A | n | a | t | o | m | y |   | a | n | d |   | P | h | y | s | i | o | l | o | g | y",,,252,1,0
../DATA/data/CHEF/16855929.pdf,16855929.pdf,Chef,5352,1,excel,"{""excel"": 2}",excel,E | d | u | c | a | t | i | o | n |   | | |   | H | i | g | h |   | s | c | h | o | o | l |   | d | i | p | l | o | m | a |   | | |   | F | r | o | n | t |   | R | a | n | g | e |   | C | o | m | m | u | n | i | t | y |   | C | o | l | l | e | g | e,,,63,1,0
../DATA/data/CHEF/16924102.pdf,16924102.pdf,Chef,3408,0,,{},,E | d | u | c | a | t | i | o | n,,,9,1,0
../DATA/data/CHEF/18036030.pdf,18036030.pdf,Chef,5105,2,"communication, data analysis","{""communication"": 1, ""data analysis"": 1}","communication, data analysis",E | d | u | c | a | t | i | o | n |   | a | n | d |   | T | r | a | i | n | i | n | g |   | | |   | H | i | g | h |   | S | c | h | o | o | l |   | D | i | p | l | o | m | a |   | | |   | C | o | m | p | l | e | t | e | d |   | c | o | n | t | i | n | u | i | n | g |   | e | d | u | c | a | t | i | o | n |   | i | n |   | H | u | m | a | n |   | S | e | r | v | i | c | e | s |   | S | o | c | i | a | l |   | W | o | r | k | e | r |   | f | o | r |   | b | a | c | h | e | l | o | r | s |   | d | e | g | r | e | e |   | | |   | C | u | r | r | e | n | t | l | y |   | a |   | s | t | u | d | e | n | t |   | i | n |   | c | o | l | l | e | g | e |   | | |   | I |   | a | m |   | a | n |   | A |   | a | n | d |   | B |   | s | t | u | d | e | n | t |   | w | i | t | h |   | a |   | f | e | w |   | c | o | l | l | e | g | e |   | c | r | e | d | i | t | s |   | | |   | 3 | . | 5 |   | G | p | a |   | L | e | v | e | l |   | | |   | S | o | m | e |   | C | o | l | l | e | g | e |   | ( | N | o |   | D | e | g | r | e | e | ) |   | | |   | I |   | a | m |   | w | o | r | k | i | n | g |   | t | o | w | a | r | d | s |   | m | y |   | b | a | c | h | e | l | o | r | s |   | d | e | g | r | e | e |   | I |   | h | a | v | e |   | a |   | f | e | w |   | c | r | e | d | i | t | s,,,323,1,0
../DATA/data/CHEF/18480859.pdf,18480859.pdf,Chef,5606,3,"excel, communication, aws","{""excel"": 4, ""communication"": 3, ""aws"": 1}","excel, communication, aws",E | d | u | c | a | t | i | o | n |   | | |   | G | e | n | e | r | a | l |   | E | d | u | c | a | t | i | o | n |   | D | i | p | l | o | m | a |   | ( | G | E | D | ),,,43,1,0
../DATA/data/CHEF/18825446.pdf,18825446.pdf,Chef,7544,1,communication,"{""communication"": 2}",communication,E | d | u | c | a | t | i | o | n,,,9,1,0
../DATA/data/CHEF/19007667.pdf,19007667.pdf,Chef,1358,0,,{},,,,,0,0,0
../DATA/data/CHEF/19268120.pdf,19268120.pdf,Chef,7088,2,"excel, team leadership","{""excel"": 3, ""team leadership"": 1}","excel, team leadership",E | d | u | c | a | t | i | o | n |   | | |   | g | r | a | d | u | a | t | e | d |   | w | i | t | h |   | m | y |   | G | E | D |   | a | n | d |   | m | y |   | c | u | l | i | n | a | r | y |   | c | e | r | t | i | f | i | c | a | t | e |   | a | s |   | a |   | s | t | a | t | i | o | n |   | c | o | o | k |   | | |   | L | i | n | c | o | l | n |   | c | o | l | l | e | g | e |   | | |   | G | r | a | d | u | a | t | e | d |   | i | n |   | t | o | p |   | 5 |   | o | f |   | c | l | a | s | s |   | | |   | C | o | u | r | s | e | w | o | r | k |   | i | n |   | F | o | o | d |   | a | n | d |   | B | e | v | e | r | a | g | e |   | O | p | e | r | a | t | i | o | n | s,,,172,1,0
../DATA/data/CHEF/19285236.pdf,19285236.pdf,Chef,5800,1,communication,"{""communication"": 1}",communication,E | d | u | c | a | t | i | o | n,,,9,1,0
